prod_ai,group,target_role,pt,a,b,c,d,expected,n_drug,n_event,N,prr,ror,ror_ci_lower,ror_ci_upper,chi2,pval,pval_adj,fdr_sig,ebgm,eb05,eb95,ic,ic025,criteria_met,is_signal,signal_strength
amlodipine,negative_control,neg,BACTERIAL INFECTION,17,5735,1660,1401875,6.844669680483819,5752,1677,1409287,2.5712,2.5759,1.6072,4.1285,13.6923,0.0002153403749641877,0.0004482459117586464,True,2.4586,1.6252,3.599,1.2526,0.5668,3,False,None
amlodipine,negative_control,neg,BACTERIURIA,3,5749,26,1403509,0.11836339936435943,5752,29,1409287,32.2219,32.2409,10.5722,98.3214,48.1192,4.010730420331189e-12,1.3372123349883598e-11,True,14.7119,5.3333,34.1425,2.5008,0.8683,4,True,Moderate
amlodipine,negative_control,neg,BACTEROIDES INFECTION,4,5748,34,1403501,0.1550968681326089,5752,38,1409287,31.8216,31.8458,11.9198,85.0816,72.4356,1.7257391348058462e-17,6.943440326892043e-17,True,16.5766,6.9085,34.8336,2.7801,1.3663,4,True,Moderate
amlodipine,negative_control,neg,BALANCE DISORDER,110,5642,5457,1398078,22.721691181427204,5752,5567,1409287,4.9397,5.0168,4.1481,6.0674,334.1003,1.229568032299668e-74,1.1126459187987793e-73,True,4.8242,4.1137,5.6284,2.2505,1.9809,4,True,Moderate
amlodipine,negative_control,neg,BASAL CELL CARCINOMA,13,5739,1143,1402392,4.718209988455155,5752,1156,1409287,2.8802,2.8846,1.6857,4.9363,12.8978,0.00032897539386779874,0.0006732880615443363,True,2.7142,1.6872,4.1835,1.3713,0.5871,3,False,None
amlodipine,negative_control,neg,BEHAVIOUR DISORDER,5,5747,655,1402880,2.693787709671628,5752,660,1409287,2.047,2.048,0.8845,4.7423,1.2166,0.2700256044401809,0.3478799603015694,False,1.816,0.8325,3.557,0.7842,-0.4804,0,False,None
amlodipine,negative_control,neg,BENIGN NEOPLASM OF ADRENAL GLAND,3,5749,9,1403526,0.04897795835766597,5752,12,1409287,89.8822,89.9363,26.3977,306.4111,123.1611,1.2857219305940312e-28,6.76575043748197e-28,True,22.0772,8.0033,51.2354,2.6725,1.04,4,True,Strong
amlodipine,negative_control,neg,BENIGN PROSTATIC HYPERPLASIA,46,5706,236,1403299,1.1509820214051503,5752,282,1409287,47.9679,48.3507,35.2685,66.2855,1716.179,0.0,0.0,True,37.1169,28.9545,46.9994,4.8158,4.3989,4,True,Strong
amlodipine,negative_control,neg,BILIARY OBSTRUCTION,5,5747,199,1403336,0.8326252920803214,5752,204,1409287,6.7259,6.7314,2.884,15.711,16.2218,5.634090847882193e-05,0.00012359137419134793,True,5.4807,2.5126,10.7352,2.0452,0.7806,3,False,None
amlodipine,negative_control,neg,BIPOLAR DISORDER,8,5744,570,1402965,2.3591049942275775,5752,578,1409287,3.6349,3.6388,1.8476,7.1665,11.2534,0.0007947641583199858,0.0015630361780293056,True,3.288,1.7842,5.6573,1.5719,0.5722,3,False,None
amlodipine,negative_control,neg,BLADDER CANCER,4,5748,617,1402918,2.5346093450092138,5752,621,1409287,1.7779,1.7785,0.7033,4.4972,0.3694,0.5433473425230394,0.6352547005560266,False,1.5458,0.6442,3.2483,0.5684,-0.8454,0,False,None
amlodipine,negative_control,neg,BLADDER DISORDER,7,5745,694,1402841,2.861129067393654,5752,701,1409287,2.6346,2.6368,1.2834,5.4171,4.6493,0.031066104825544862,0.04875924343409293,True,2.39,1.2413,4.256,1.1579,0.0892,3,False,None
amlodipine,negative_control,neg,BLINDNESS,22,5730,2977,1400558,12.240408092886687,5752,2999,1409287,1.8436,1.8469,1.2189,2.7985,7.0484,0.007933707294900378,0.013678805680862723,True,1.7882,1.2445,2.5047,0.8205,0.2176,2,False,None
amlodipine,negative_control,neg,BLINDNESS TRANSIENT,8,5744,464,1403071,1.9264663620681948,5752,472,1409287,4.4644,4.4695,2.2668,8.8125,16.1965,5.709915047005736e-05,0.00012510583324916016,True,3.9936,2.1671,6.8713,1.8086,0.8089,3,False,None
amlodipine,negative_control,neg,BLINDNESS UNILATERAL,4,5748,891,1402644,3.6529393941759203,5752,895,1409287,1.2315,1.2316,0.4876,3.1111,0.0,1.0,1.0,False,1.0839,0.4517,2.2777,0.1158,-1.298,0,False,None
amlodipine,negative_control,neg,BLISTER,15,5737,4334,1399201,17.750428408124108,5752,4349,1409287,0.8724,0.8721,0.5293,1.4369,0.2874,0.5919114345723351,0.6814876070401321,False,0.8436,0.5424,1.2639,-0.2357,-0.9658,0,False,None
amlodipine,negative_control,neg,BLISTER INFECTED,6,5746,68,1403467,0.3020307432056068,5752,74,1409287,23.1501,23.1751,10.363,51.8274,89.8287,2.5969542541825967e-21,1.1600567913141521e-20,True,15.4557,7.6015,28.7058,3.0187,1.8643,4,True,Moderate
amlodipine,negative_control,neg,BLOOD ALBUMIN DECREASED,18,5734,439,1403096,1.8652439141211123,5752,457,1409287,10.2693,10.2992,6.4635,16.4114,131.6327,1.8003271814193936e-30,9.755630391600314e-30,True,9.2327,6.1769,13.3776,2.9675,2.301,4,True,Moderate
amlodipine,negative_control,neg,BLOOD ALDOSTERONE DECREASED,5,5747,6,1403529,0.04489646182786047,5752,11,1409287,206.4327,206.6293,66.3587,643.4074,443.8979,1.5350579621837114e-98,1.6587622668285525e-97,True,37.5764,17.2268,73.6023,3.3354,2.0708,4,True,Strong
amlodipine,negative_control,neg,BLOOD ALKALINE PHOSPHATASE DECREASED,16,5736,93,1403442,0.44488312174879924,5752,109,1409287,43.0528,43.1738,25.565,72.911,511.6019,2.842461759448509e-113,3.3811541090214117e-112,True,30.026,19.5887,44.4447,4.1262,3.4193,4,True,Strong
amlodipine,negative_control,neg,BLOOD BILIRUBIN INCREASED,4,5748,1486,1402049,6.081429829410191,5752,1490,1409287,0.7385,0.7383,0.2926,1.8633,0.4134,0.520268379108308,0.6123490737190826,False,0.6573,0.274,1.3813,-0.5485,-1.9623,0,False,None
amlodipine,negative_control,neg,BLOOD BLISTER,6,5746,194,1403341,0.8162993059610995,5752,200,1409287,8.1531,8.1612,3.7339,17.8381,26.9877,2.0474897457347364e-07,5.360396476675073e-07,True,6.6818,3.2863,12.4101,2.304,1.1496,3,False,None
amlodipine,negative_control,neg,BLOOD CALCIUM DECREASED,65,5687,675,1402860,3.020307432056068,5752,740,1409287,23.6562,23.9171,18.5341,30.8636,1257.2352,2.2219630518243273e-275,4.988425420762379e-274,True,20.9159,16.9849,25.5334,4.2177,3.867,4,True,Strong
amlodipine,negative_control,neg,BLOOD CALCIUM INCREASED,8,5744,501,1403034,2.0774817336709983,5752,509,1409287,4.135,4.1397,2.1005,8.1585,14.2167,0.000162920726915989,0.0003433953589612515,True,3.7153,2.0161,6.3925,1.7215,0.7218,3,False,None
amlodipine,negative_control,neg,BLOOD CHOLESTEROL ABNORMAL,10,5742,415,1403120,1.7346360251673363,5752,425,1409287,6.1652,6.1746,3.3449,11.3983,34.9158,3.442691546540291e-09,9.988139321689474e-09,True,5.5094,3.1959,8.9864,2.2323,1.3381,3,False,None
amlodipine,negative_control,neg,BLOOD CHOLESTEROL INCREASED,44,5708,3618,1399917,14.94644029214773,5752,3662,1409287,3.0003,3.0159,2.2415,4.0578,54.9147,1.2587356098226412e-13,4.4555676133630806e-13,True,2.9294,2.2722,3.7286,1.5265,1.1002,3,False,None
amlodipine,negative_control,neg,BLOOD CREATINE INCREASED,4,5748,327,1403208,1.3509753513656195,5752,331,1409287,3.3522,3.354,1.3225,8.5063,3.4333,0.06389375148812636,0.09475496023022963,False,2.8159,1.1735,5.9172,1.2816,-0.1322,1,False,None
amlodipine,negative_control,neg,BLOOD CREATINE PHOSPHOKINASE INCREASED,8,5744,1373,1402162,5.636546707661392,5752,1381,1409287,1.5098,1.5106,0.7692,2.9663,0.6192,0.4313474047305531,0.5224911078078064,False,1.4061,0.763,2.4193,0.47,-0.5297,0,False,None
amlodipine,negative_control,neg,BLOOD CREATININE INCREASED,94,5658,3996,1399539,16.693320806904484,5752,4090,1409287,5.7687,5.8484,4.7612,7.1838,355.8719,2.2309267679884085e-79,2.0972702248456995e-78,True,5.6037,4.7156,6.6191,2.4585,2.1668,4,True,Moderate
amlodipine,negative_control,neg,BLOOD FOLLICLE STIMULATING HORMONE INCREASED,4,5748,12,1403523,0.06530394447688796,5752,16,1409287,87.8277,87.8957,29.9142,258.2601,181.3921,2.407008125061889e-41,1.5469877927957676e-40,True,26.1845,10.9127,55.0233,2.9928,1.579,4,True,Strong
amlodipine,negative_control,neg,BLOOD GLUCOSE ABNORMAL,9,5743,1223,1402312,5.028403724720373,5752,1232,1409287,1.8943,1.8958,1.0007,3.5913,2.4087,0.12066184756273432,0.16890597433333313,False,1.7684,0.995,2.9563,0.7811,-0.1615,1,False,None
amlodipine,negative_control,neg,BLOOD GLUCOSE DECREASED,19,5733,2309,1401226,9.501723921387198,5752,2328,1409287,2.0599,2.0635,1.3204,3.2248,8.5706,0.0034163753132192714,0.006193649934855488,True,1.986,1.3434,2.8506,0.9632,0.3145,3,False,None
amlodipine,negative_control,neg,BLOOD GLUCOSE INCREASED,37,5715,9359,1394176,38.34974139405245,5752,9396,1409287,0.9775,0.9773,0.7084,1.3483,0.019,0.890273767668205,0.9475097823151759,False,0.9638,0.7302,1.2529,-0.051,-0.5159,0,False,None
amlodipine,negative_control,neg,BLOOD GROWTH HORMONE INCREASED,9,5743,57,1403478,0.26937877096716284,5752,66,1409287,40.3074,40.3724,20.3123,80.2437,252.5215,7.32378088869244e-57,5.629274002512428e-56,True,25.2118,14.185,42.147,3.6262,2.6836,4,True,Strong
amlodipine,negative_control,neg,BLOOD IMMUNOGLOBULIN E INCREASED,11,5741,199,1403336,0.8571142712591544,5752,210,1409287,14.0632,14.0894,7.7715,25.5435,108.9472,1.6666356579707074e-25,8.1997584906831e-25,True,11.6718,6.9505,18.6367,3.083,2.2304,4,True,Moderate
amlodipine,negative_control,neg,BLOOD IMMUNOGLOBULIN G DECREASED,16,5736,424,1403111,1.795858473114419,5752,440,1409287,9.4828,9.5072,5.8099,15.5574,105.0373,1.1986076893736525e-24,5.7927468605050375e-24,True,8.5119,5.5531,12.5993,2.8454,2.1384,4,True,Moderate
amlodipine,negative_control,neg,BLOOD IRON DECREASED,9,5743,1282,1402253,5.269212019978897,5752,1291,1409287,1.8072,1.8085,0.9548,3.4256,1.9909,0.15824871472295027,0.21584691531010877,False,1.689,0.9503,2.8235,0.7196,-0.223,0,False,None
amlodipine,negative_control,neg,BLOOD IRON INCREASED,6,5746,128,1403407,0.5469205349939367,5752,134,1409287,12.3407,12.3535,5.6155,27.1763,45.0447,1.9258618177468757e-11,6.245923881215132e-11,True,9.5096,4.677,17.662,2.6343,1.4799,4,True,Moderate
amlodipine,negative_control,neg,BLOOD LACTIC ACID DECREASED,10,5742,6,1403529,0.06530394447688796,5752,16,1409287,394.0988,394.8176,148.3949,1050.4465,1368.6662,1.3532726444780404e-299,3.2669020468168733e-298,True,64.8749,37.6329,105.8186,4.2152,3.321,4,True,Strong
amlodipine,negative_control,neg,BLOOD LACTIC ACID INCREASED,21,5731,339,1403196,1.469338750729979,5752,360,1409287,15.45,15.5042,10.0187,23.9931,247.5557,8.857752006000304e-56,6.710418186363867e-55,True,13.5015,9.3142,19.0553,3.4486,2.8315,4,True,Strong
amlodipine,negative_control,neg,BLOOD MERCURY ABNORMAL,6,5746,2,1403533,0.03265197223844398,5752,8,1409287,634.3114,635.0278,147.642,2731.3391,919.2268,6.4891898975754185e-202,1.150427295543719e-200,True,49.5072,24.3489,91.9495,3.6092,2.4548,4,True,Strong
amlodipine,negative_control,neg,BLOOD PHOSPHORUS INCREASED,30,5722,180,1403355,0.8571142712591544,5752,210,1409287,41.2242,41.4385,28.2084,60.8739,961.2486,4.75975054271211e-211,8.721282050311008e-210,True,31.7384,23.2995,42.4295,4.4902,3.9739,4,True,Strong
amlodipine,negative_control,neg,BLOOD POTASSIUM DECREASED,20,5732,1952,1401583,8.048711156776442,5752,1972,1409287,2.5615,2.5671,1.66,3.9697,16.382,5.1774784720650584e-05,0.0001140342082951734,True,2.4635,1.6835,3.5051,1.2618,0.6296,3,False,None
amlodipine,negative_control,neg,BLOOD POTASSIUM INCREASED,9,5743,938,1402597,3.865177213725806,5752,947,1409287,2.4696,2.472,1.3039,4.6864,5.5843,0.018122674134137717,0.029579444890841133,True,2.2886,1.2876,3.8259,1.1219,0.1793,3,False,None
amlodipine,negative_control,neg,BLOOD PRESSURE ABNORMAL,42,5710,1884,1401651,7.860962316405388,5752,1926,1409287,5.502,5.5355,4.0798,7.5106,144.7377,2.4508430004634897e-33,1.394673389538444e-32,True,5.2886,4.0771,6.7684,2.3457,1.9094,4,True,Moderate
amlodipine,negative_control,neg,BLOOD PRESSURE DECREASED,110,5642,4635,1398900,19.366701033927086,5752,4745,1409287,5.8156,5.9099,4.885,7.1499,422.6256,6.545724536577611e-94,6.847477795356011e-93,True,5.6561,4.8231,6.5989,2.4756,2.206,4,True,Moderate
amlodipine,negative_control,neg,BLOOD PRESSURE DIASTOLIC ABNORMAL,6,5746,437,1403098,1.8081029627038354,5752,443,1409287,3.6246,3.6276,1.6714,7.8733,7.5716,0.005929450564874204,0.01040563900438959,True,3.1897,1.5688,5.9242,1.4937,0.3393,3,False,None
amlodipine,negative_control,neg,BLOOD PRESSURE DIASTOLIC DECREASED,34,5718,866,1402669,3.6733468768249478,5752,900,1409287,9.7136,9.7662,6.9425,13.7382,243.3328,7.379312167865423e-55,5.539178344835368e-54,True,9.0481,6.7711,11.8918,3.0473,2.5624,4,True,Moderate
amlodipine,negative_control,neg,BLOOD PRESSURE DIASTOLIC INCREASED,4,5748,662,1402873,2.7182766888504615,5752,666,1409287,1.6571,1.6576,0.6557,4.1906,0.2258,0.6346284065181722,0.7213353622673222,False,1.4447,0.6021,3.0358,0.4836,-0.9302,0,False,None
amlodipine,negative_control,neg,BLOOD PRESSURE FLUCTUATION,48,5704,1818,1401717,7.616072524617058,5752,1866,1409287,6.5067,6.5535,4.9216,8.7263,209.9986,1.3745895699676463e-47,9.523342488033246e-47,True,6.2353,4.8901,7.8574,2.5791,2.171,4,True,Moderate
amlodipine,negative_control,neg,BLOOD PRESSURE INADEQUATELY CONTROLLED,17,5735,124,1403411,0.5754910107025751,5752,141,1409287,34.2924,34.394,20.8392,56.7655,442.4999,3.0929154253919025e-98,3.3372715818968954e-97,True,25.6331,16.9441,37.5224,4.0243,3.3385,4,True,Strong
amlodipine,negative_control,neg,BLOOD PRESSURE INCREASED,297,5455,12343,1391192,51.590116136741486,5752,12640,1409287,5.88,6.1461,5.4619,6.9161,1177.9724,3.7372358397239214e-258,7.897453959301984e-257,True,5.7478,5.2197,6.3173,2.5138,2.3497,4,True,Moderate
amlodipine,negative_control,neg,BLOOD PRESSURE SYSTOLIC ABNORMAL,18,5734,440,1403095,1.8693254106509178,5752,458,1409287,10.246,10.2758,6.4489,16.3738,131.2768,2.1538198498148418e-30,1.1645470229020864e-29,True,9.2135,6.164,13.3498,2.965,2.2985,4,True,Moderate
amlodipine,negative_control,neg,BLOOD PRESSURE SYSTOLIC DECREASED,9,5743,344,1403191,1.4407682750213406,5752,353,1409287,6.7277,6.7371,3.5342,12.8426,34.7381,3.771822574585736e-09,1.0915123204853759e-08,True,5.9141,3.3275,9.8868,2.2913,1.3487,3,False,None
amlodipine,negative_control,neg,BLOOD PRESSURE SYSTOLIC INCREASED,69,5683,2303,1401232,9.68130976869864,5752,2372,1409287,7.3608,7.4386,5.8511,9.4567,359.4218,3.7626534226694844e-80,3.566782646810726e-79,True,7.0666,5.7743,8.5773,2.7711,2.4307,4,True,Moderate
amlodipine,negative_control,neg,BLOOD SODIUM DECREASED,8,5744,1215,1402320,4.9916702559521235,5752,1223,1409287,1.7061,1.7071,0.8691,3.3532,1.2667,0.2603851096359337,0.3365180379505846,False,1.5845,0.8598,2.7263,0.6302,-0.3695,0,False,None
amlodipine,negative_control,neg,BLOOD TEST ABNORMAL,9,5743,1407,1402128,5.7793990862045845,5752,1416,1409287,1.6467,1.6477,0.8701,3.1204,1.2872,0.2565570709246787,0.33218195190826993,False,1.5422,0.8677,2.578,0.5973,-0.3453,0,False,None
amlodipine,negative_control,neg,BLOOD THYROID STIMULATING HORMONE INCREASED,9,5743,596,1402939,2.469305400532326,5752,605,1409287,3.8855,3.8902,2.0483,7.3886,14.7953,0.00011983645932539331,0.0002556534242189111,True,3.537,1.99,5.9129,1.6778,0.7352,3,False,None
amlodipine,negative_control,neg,BLOOD TRIGLYCERIDES INCREASED,27,5725,930,1402605,3.905992179023861,5752,957,1409287,7.2102,7.24,4.9505,10.5883,131.3186,2.108865495088926e-30,1.1414960019288683e-29,True,6.7694,4.8849,9.1874,2.6419,2.0977,4,True,Moderate
amlodipine,negative_control,neg,BLOOD UREA INCREASED,6,5746,737,1402798,3.0325519216454846,5752,743,1409287,2.1502,2.1515,0.9936,4.6588,2.0169,0.15555231421646526,0.21254324508174255,False,1.9388,0.9535,3.6009,0.8797,-0.2747,0,False,None
amlodipine,negative_control,neg,BLOOD URIC ACID INCREASED,12,5740,505,1403030,2.1101337059094423,5752,517,1409287,6.0328,6.0437,3.4461,10.5995,41.9705,9.265969585485569e-11,2.912895383331461e-10,True,5.4778,3.3373,8.5844,2.2597,1.4435,3,False,None
amlodipine,negative_control,neg,BLOOD URINE PRESENT,24,5728,1132,1402403,4.718209988455155,5752,1156,1409287,5.2779,5.2961,3.5463,7.9095,75.1327,4.401053511945402e-18,1.809240225785805e-17,True,5.0019,3.5367,6.9103,2.2312,1.654,3,False,None
amlodipine,negative_control,neg,BODY TEMPERATURE DECREASED,10,5742,946,1402589,3.9019106824940555,5752,956,1409287,2.7064,2.7096,1.4741,4.9806,8.07,0.0045004258266604655,0.008023846360841518,True,2.5179,1.4606,4.1071,1.2542,0.36,3,False,None
amlodipine,negative_control,neg,BODY TEMPERATURE INCREASED,3,5749,1461,1402074,5.975310919635248,5752,1464,1409287,0.5842,0.584,0.2045,1.6676,1.0307,0.30999747878448236,0.39211469408705013,False,0.5045,0.1829,1.1708,-0.8876,-2.5202,0,False,None
amlodipine,negative_control,neg,BODY TINEA,3,5749,27,1403508,0.12244489589416492,5752,30,1409287,31.0502,31.0685,10.2119,94.5221,46.356,9.86051697712203e-12,3.2370938217794334e-11,True,14.4287,5.2306,33.4854,2.4913,0.8588,4,True,Moderate
amlodipine,negative_control,neg,BONE CANCER,4,5748,293,1403242,1.2122044693522327,5752,297,1409287,3.7405,3.7427,1.4747,9.4989,4.3364,0.037306395469154624,0.05775893074105497,False,3.116,1.2986,6.5479,1.3941,-0.0198,1,False,None
amlodipine,negative_control,neg,BONE DEMINERALISATION,3,5749,250,1403285,1.032618622040791,5752,253,1409287,3.4087,3.4102,1.1871,9.7966,2.0941,0.1478674537990555,0.2029067767732876,False,2.7265,0.9884,6.3275,1.1914,-0.4412,1,False,None
amlodipine,negative_control,neg,BONE DENSITY DECREASED,5,5747,1808,1401727,7.3997532085373665,5752,1813,1409287,0.7419,0.7417,0.321,1.7136,0.4904,0.483768087176349,0.5753729320053655,False,0.6749,0.3094,1.3219,-0.5224,-1.787,0,False,None
amlodipine,negative_control,neg,BONE DISORDER,10,5742,824,1402711,3.4039681058577846,5752,834,1409287,3.1069,3.1108,1.6915,5.7209,10.9684,0.000926800290599825,0.0018056140914472884,True,2.8768,1.6688,4.6925,1.4274,0.5332,3,False,None
amlodipine,negative_control,neg,BONE EROSION,6,5746,386,1403149,1.599946639683755,5752,392,1409287,4.1029,4.1064,1.8906,8.9191,9.5484,0.0020011896152032226,0.0037326184653828443,True,3.5827,1.7621,6.6541,1.6301,0.4757,3,False,None
amlodipine,negative_control,neg,BONE PAIN,18,5734,4040,1399495,16.56271291795071,5752,4058,1409287,1.117,1.1174,0.7072,1.7656,0.0534,0.8172283431465901,0.8841219056338715,False,1.0839,0.7251,1.5704,0.1167,-0.5498,0,False,None
amlodipine,negative_control,neg,BONE SWELLING,4,5748,52,1403483,0.22856380566910786,5752,56,1409287,20.9114,20.927,7.9881,54.8237,47.0179,7.0342581646932194e-12,2.326873916331576e-11,True,12.7491,5.3133,26.7906,2.6268,1.213,4,True,Moderate
amlodipine,negative_control,neg,BRADYARRHYTHMIA,4,5748,71,1403464,0.3061122397354123,5752,75,1409287,15.3545,15.3657,5.9251,39.8482,33.4625,7.265268658897261e-09,2.061614327024521e-08,True,10.2508,4.2721,21.5406,2.4809,1.067,4,True,Moderate
amlodipine,negative_control,neg,BRADYCARDIA,146,5606,2623,1400912,11.301663891031422,5752,2769,1409287,13.6234,13.9533,11.7902,16.5132,1603.1798,0.0,0.0,True,12.8209,11.1681,14.6613,3.6338,3.3998,4,True,Strong
amlodipine,negative_control,neg,BRADYKINESIA,5,5747,720,1402815,2.9590849841089857,5752,725,1409287,1.8623,1.8632,0.8049,4.3129,0.8061,0.3692699118630375,0.4571259921603136,False,1.6579,0.7601,3.2474,0.669,-0.5955,0,False,None
amlodipine,negative_control,neg,BRAIN FOG,16,5736,4501,1399034,18.43611982513143,5752,4517,1409287,0.8942,0.8939,0.5509,1.4506,0.2048,0.6508607174260517,0.7371277652339999,False,0.8663,0.5652,1.2823,-0.1987,-0.9056,0,False,None
amlodipine,negative_control,neg,BRAIN HERNIATION,6,5746,140,1403395,0.5958984933516026,5752,146,1409287,11.2867,11.2983,5.1442,24.8147,40.5292,1.9370164540838773e-10,6.003570644618027e-10,True,8.8301,4.3429,16.4002,2.5683,1.4139,4,True,Moderate
amlodipine,negative_control,neg,BRAIN INJURY,10,5742,740,1402795,3.061122397354123,5752,750,1409287,3.4593,3.4638,1.8827,6.373,13.6065,0.00022540146030864376,0.00046806582282873374,True,3.1899,1.8504,5.2031,1.56,0.6658,3,False,None
amlodipine,negative_control,neg,BRAIN NEOPLASM,3,5749,720,1402815,2.9509219910493747,5752,723,1409287,1.1851,1.1852,0.4145,3.3888,0.0,1.0,1.0,False,1.0063,0.3648,2.3354,0.0204,-1.6122,0,False,None
amlodipine,negative_control,neg,BRAIN OEDEMA,11,5741,717,1402818,2.971329473698402,5752,728,1409287,3.9103,3.9161,2.1857,7.0164,19.164,1.19953864764736e-05,2.7986705240111612e-05,True,3.61,2.1497,5.7642,1.7281,0.8755,3,False,None
amlodipine,negative_control,neg,BRASH SYNDROME,69,5683,188,1403347,1.048944608160013,5752,257,1409287,89.9503,91.038,69.0612,120.0084,4355.9245,0.0,0.0,True,60.644,49.5544,73.6087,5.4877,5.1472,4,True,Strong
amlodipine,negative_control,neg,BREAST CANCER,3,5749,2174,1401361,8.885417945386568,5752,2177,1409287,0.3927,0.3923,0.1374,1.1198,3.2825,0.07002095811088216,0.10291043564522837,False,0.3409,0.1236,0.7912,-1.4231,-3.0556,0,False,None
amlodipine,negative_control,neg,BREAST CANCER METASTATIC,3,5749,634,1402901,2.5999132894861017,5752,637,1409287,1.3458,1.346,0.4706,3.8496,0.0,1.0,1.0,False,1.1377,0.4124,2.6402,0.1751,-1.4574,0,False,None
amlodipine,negative_control,neg,BREATH SOUNDS ABNORMAL,60,5692,401,1403134,1.8815699002403343,5752,461,1409287,36.762,37.1421,28.3094,48.7306,1772.2328,0.0,0.0,True,30.4624,24.5236,37.484,4.667,4.3019,4,True,Strong
amlodipine,negative_control,neg,BRONCHIAL HYPERREACTIVITY,16,5736,55,1403480,0.2897862536161903,5752,71,1409287,72.5304,72.7362,41.9569,126.0948,801.6613,2.3488717067173655e-176,3.7864325326864636e-175,True,42.3004,27.5964,62.6134,4.3849,3.6779,4,True,Strong
